Id,ActivityID,ActivityName,MemberName,Points,Timestamp 
2,59,BoD HC Raid 6,Michael-Executus,10,24/03/19 20:48:07
2,59,BoD HC Raid 6,Umaga-Draenor,10,24/03/19 20:48:46
2,59,BoD HC Raid 6,Ahld-Draenor,10,24/03/19 20:51:38
2,59,BoD HC Raid 6,Turlamdropsy-BurningLegion,10,24/03/19 20:52:38
2,59,BoD HC Raid 6,Fanamvp-Kazzak,10,24/03/19 21:01:26
2,59,BoD HC Raid 6,Guff-TarrenMill,10,24/03/19 21:01:26
2,59,BoD HC Raid 6,Eiloren-Khadgar,10,24/03/19 21:01:26
2,59,BoD HC Raid 6,Killerkenny-KulTiras,10,24/03/19 21:01:26
2,59,BoD HC Raid 6,Zeilzal-TarrenMill,10,24/03/19 21:01:26
2,59,BoD HC Raid 6,Creepzdrew-Silvermoon,10,24/03/19 21:01:26
2,59,BoD HC Raid 6,Unordinary-Kazzak,10,24/03/19 21:01:26
2,59,BoD HC Raid 6,Swestenqt-Kazzak,10,24/03/19 21:01:26
2,59,BoD HC Raid 6,Smokeys-Dentarg,10,24/03/19 22:56:26
2,59,BoD HC Raid 6,Hexthemall-TwistingNether,10,24/03/19 22:56:26
2,59,BoD HC Raid 6,Fløppy-TwistingNether,10,24/03/19 22:56:26
2,59,BoD HC Raid 6,Blackcore-Draenor,10,24/03/19 22:56:26
2,59,BoD HC Raid 6,Óðin-TarrenMill,10,24/03/19 22:56:26
2,59,BoD HC Raid 6,Dinoquincy-Kazzak,10,24/03/19 22:56:26
