ID,ActivityName,MemberName,Points,Timestamp 
115878,Crucible HC 2,Guff-TarrenMill,10,19/04/19 21:17:09
115878,Crucible HC 2,Wahshie-TarrenMill,10,19/04/19 21:17:09
115878,Crucible HC 2,Sinrog-TarrenMill,10,19/04/19 21:17:09
115878,Crucible HC 2,Redspear-TwistingNether,10,19/04/19 21:17:09
115878,Crucible HC 2,Michael-Executus,10,19/04/19 21:17:09
115878,Crucible HC 2,Leowenbrau-Arathor,10,19/04/19 21:17:09
115878,Crucible HC 2,Sknuff-Bloodscalp,10,19/04/19 21:17:09
115878,Crucible HC 2,Óðin-TarrenMill,10,19/04/19 21:17:09
115878,Crucible HC 2,Maszwpierdul-BurningLegion,10,19/04/19 21:17:09
115878,Crucible HC 2,Fanatìk-Kazzak,10,19/04/19 21:17:09
115878,Crucible HC 2,Chuun-Doomhammer,10,19/04/19 21:17:09
115878,Crucible HC 2,Ryamoto-TwistingNether,10,19/04/19 21:17:09
115878,Crucible HC 2,Majerai-KulTiras,10,19/04/19 21:17:09
115878,Crucible HC 2,Drakiji-TheSha'tar,10,19/04/19 21:17:09
115878,Crucible HC 2,Alixy-Kor'gall,10,19/04/19 21:17:09
115878,Crucible HC 2,Flóki-Bloodscalp,10,19/04/19 21:17:09
115878,Crucible HC 2,Violjin-Dentarg,10,19/04/19 21:17:09
115878,Crucible HC 2,Shâggy-Draenor,10,19/04/19 21:17:09
