Id,ActivityID,ActivityName,MemberName,Points,Timestamp 
2,58,BoD HC Raid 5,Lhyao-Al'Akir,10,21/03/19 21:39:13
2,58,BoD HC Raid 5,Hellkebab-Draenor,10,21/03/19 21:39:14
2,58,BoD HC Raid 5,Thyrfing-Twilight'sHammer,10,21/03/19 21:39:15
2,58,BoD HC Raid 5,Smokeys-Dentarg,10,21/03/19 21:39:16
2,58,BoD HC Raid 5,Viví-KulTiras,10,21/03/19 21:39:17
2,58,BoD HC Raid 5,Beargrylls-Alonsus,10,21/03/19 21:39:18
2,58,BoD HC Raid 5,Winsly-Bloodscalp,10,21/03/19 21:39:19
2,58,BoD HC Raid 5,Trollmakt-Al'Akir,10,21/03/19 21:39:20
2,58,BoD HC Raid 5,Elldorado-Eonar,10,21/03/19 21:39:21
2,58,BoD HC Raid 5,Vóa-TarrenMill,10,21/03/19 21:39:22
2,58,BoD HC Raid 5,Vajhishar-TarrenMill,10,21/03/19 21:39:23
2,58,BoD HC Raid 5,Thiirry-Draenor,10,21/03/19 21:39:24
2,58,BoD HC Raid 5,Donpietro-BurningLegion,10,21/03/19 21:39:25
2,58,BoD HC Raid 5,Victoria-Executus,10,21/03/19 21:39:26
2,58,BoD HC Raid 5,Unordinary-Kazzak,10,21/03/19 21:39:27
2,58,BoD HC Raid 5,Demonozi-TwistingNether,10,21/03/19 21:39:28
2,58,BoD HC Raid 5,Lhethrilthel-TwistingNether,10,21/03/19 21:39:29
2,58,BoD HC Raid 5,Jinxspiralka-Drak'thul,10,21/03/19 21:39:30
2,58,BoD HC Raid 5,Tigerfury-TwistingNether,10,21/03/19 21:39:31
2,58,BoD HC Raid 5,Sapaki-Doomhammer,10,21/03/19 21:39:32
2,58,BoD HC Raid 5,Krium-TarrenMill,10,21/03/19 21:39:33
2,58,BoD HC Raid 5,Ninjaspy-Draenor,10,21/03/19 21:39:34
